# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 06 2016 at 05:08:33+0000
# parameter filename: "/home/admin/simulations/ONE_BH/1BH_P0.1_NoS/1bh_p0.1_nos/manybhfar_1bh_p0.1_nos_12x13x17.par"
#
# ADMBASE::METRIC z (admbase-metric)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
0	0	0 0 0	20 20 0	0	5 5 4.9375	1.30483415565298 0 0 1.30483415565298 0 1.30483415565298
0	0	0 0 0	20 20 1	0	5 5 4.940625	1.30473716708864 0 0 1.30473716708864 0 1.30473716708864
0	0	0 0 0	20 20 2	0	5 5 4.94375	1.30464020665136 0 0 1.30464020665136 0 1.30464020665136
0	0	0 0 0	20 20 3	0	5 5 4.946875	1.30454327437512 0 0 1.30454327437512 0 1.30454327437512
0	0	0 0 0	20 20 4	0	5 5 4.95	1.30444637029378 0 0 1.30444637029378 0 1.30444637029378
0	0	0 0 0	20 20 5	0	5 5 4.953125	1.30434949444109 0 0 1.30434949444109 0 1.30434949444109
0	0	0 0 0	20 20 6	0	5 5 4.95625	1.30425264685067 0 0 1.30425264685067 0 1.30425264685067
0	0	0 0 0	20 20 7	0	5 5 4.959375	1.30415582755601 0 0 1.30415582755601 0 1.30415582755601
0	0	0 0 0	20 20 8	0	5 5 4.9625	1.3040590365905 0 0 1.3040590365905 0 1.3040590365905
0	0	0 0 0	20 20 9	0	5 5 4.965625	1.30396227398739 0 0 1.30396227398739 0 1.30396227398739
0	0	0 0 0	20 20 10	0	5 5 4.96875	1.30386553977983 0 0 1.30386553977983 0 1.30386553977983
0	0	0 0 0	20 20 11	0	5 5 4.971875	1.30376883400083 0 0 1.30376883400083 0 1.30376883400083
0	0	0 0 0	20 20 12	0	5 5 4.975	1.3036721566833 0 0 1.3036721566833 0 1.3036721566833
0	0	0 0 0	20 20 13	0	5 5 4.978125	1.30357550786 0 0 1.30357550786 0 1.30357550786
0	0	0 0 0	20 20 14	0	5 5 4.98125	1.30347888756361 0 0 1.30347888756361 0 1.30347888756361
0	0	0 0 0	20 20 15	0	5 5 4.984375	1.30338229582667 0 0 1.30338229582667 0 1.30338229582667
0	0	0 0 0	20 20 16	0	5 5 4.9875	1.30328573268159 0 0 1.30328573268159 0 1.30328573268159
0	0	0 0 0	20 20 17	0	5 5 4.990625	1.30318919816069 0 0 1.30318919816069 0 1.30318919816069
0	0	0 0 0	20 20 18	0	5 5 4.99375	1.30309269229615 0 0 1.30309269229615 0 1.30309269229615
0	0	0 0 0	20 20 19	0	5 5 4.996875	1.30299621512004 0 0 1.30299621512004 0 1.30299621512004
0	0	0 0 0	20 20 20	0	5 5 5	1.30289976666431 0 0 1.30289976666431 0 1.30289976666431
0	0	0 0 0	20 20 21	0	5 5 5.003125	1.30280334696078 0 0 1.30280334696078 0 1.30280334696078
0	0	0 0 0	20 20 22	0	5 5 5.00625	1.30270695604119 0 0 1.30270695604119 0 1.30270695604119
0	0	0 0 0	20 20 23	0	5 5 5.009375	1.30261059393712 0 0 1.30261059393712 0 1.30261059393712
0	0	0 0 0	20 20 24	0	5 5 5.0125	1.30251426068006 0 0 1.30251426068006 0 1.30251426068006
0	0	0 0 0	20 20 25	0	5 5 5.015625	1.30241795630137 0 0 1.30241795630137 0 1.30241795630137
0	0	0 0 0	20 20 26	0	5 5 5.01875	1.3023216808323 0 0 1.3023216808323 0 1.3023216808323
0	0	0 0 0	20 20 27	0	5 5 5.021875	1.30222543430398 0 0 1.30222543430398 0 1.30222543430398
0	0	0 0 0	20 20 28	0	5 5 5.025	1.30212921674742 0 0 1.30212921674742 0 1.30212921674742
0	0	0 0 0	20 20 29	0	5 5 5.028125	1.30203302819353 0 0 1.30203302819353 0 1.30203302819353
0	0	0 0 0	20 20 30	0	5 5 5.03125	1.30193686867309 0 0 1.30193686867309 0 1.30193686867309
0	0	0 0 0	20 20 31	0	5 5 5.034375	1.30184073821677 0 0 1.30184073821677 0 1.30184073821677
0	0	0 0 0	20 20 32	0	5 5 5.0375	1.30174463685511 0 0 1.30174463685511 0 1.30174463685511
0	0	0 0 0	20 20 33	0	5 5 5.040625	1.30164856461857 0 0 1.30164856461857 0 1.30164856461857
0	0	0 0 0	20 20 34	0	5 5 5.04375	1.30155252153746 0 0 1.30155252153746 0 1.30155252153746
0	0	0 0 0	20 20 35	0	5 5 5.046875	1.301456507642 0 0 1.301456507642 0 1.301456507642
0	0	0 0 0	20 20 36	0	5 5 5.05	1.30136052296227 0 0 1.30136052296227 0 1.30136052296227
0	0	0 0 0	20 20 37	0	5 5 5.053125	1.30126456752825 0 0 1.30126456752825 0 1.30126456752825
0	0	0 0 0	20 20 38	0	5 5 5.05625	1.30116864136982 0 0 1.30116864136982 0 1.30116864136982
0	0	0 0 0	20 20 39	0	5 5 5.059375	1.30107274451673 0 0 1.30107274451673 0 1.30107274451673
0	0	0 0 0	20 20 40	0	5 5 5.0625	1.30097687699861 0 0 1.30097687699861 0 1.30097687699861


